keyword,competitiveness,difficulty_score,organic_rank,organic_clicks,organic_ctr,paid_clicks,paid_ctr,ad_spend,ad_conversions,ad_roas,conversion_rate,cost_per_click,cost_per_acquisition,previous_recommendation,impression_share,conversion_value
Keyword_21,0.13949386065204183,0.29734900737255077,6,4640,0.10791829757977803,241,0.023736806444034253,7286.940648121387,419,3.774106949607248,0.03098103131245663,2.064260001816271,68.64574409445484,1,0.6286301015117375,4473.798226380674
Keyword_22,0.29214464853521815,0.9243961953765304,2,4332,0.29667127791867953,1724,0.23343966873102018,3171.381219569242,60,2.5323754798347706,0.2647739172700752,4.990473083420563,350.2433272772298,1,0.28087662951211567,6591.299126231606
Keyword_23,0.3663618432936917,0.9710582451653678,8,3717,0.01731883029599662,1765,0.02212177417187357,3428.442193528988,272,4.355284759276538,0.09753205165893958,7.9372367146123235,255.58436286498568,1,0.8110667142669472,505.7556607901037
Keyword_24,0.45606998421703593,0.9442664891134339,4,3721,0.08326734888017312,2652,0.14135313858752424,1952.6905566313144,48,4.74842653668664,0.1985861224813172,4.8094703740716565,17.687963692789182,1,0.8053326898848777,4933.002162389592
Keyword_25,0.7851759613930136,0.47421421665746377,8,2851,0.16082147772223362,1587,0.22370582752026058,5623.86161883246,331,2.0117576902052026,0.10541166160204751,5.4125704693813885,462.75000055285903,0,0.20134643413538061,2959.9262514396696
Keyword_26,0.19967378215835974,0.8620426509893134,7,135,0.16136637100878354,1306,0.07305302645471266,3152.4958677643785,443,3.0231251661905607,0.12352173853039662,7.734246876891139,426.65922036537194,1,0.9208580075887502,3261.8506127790924
Keyword_27,0.5142344384136116,0.8445493985350704,5,3165,0.1807905917342136,2230,0.12333963974683804,852.8652554206653,403,0.9277544157465399,0.08601276188487098,6.646526532024406,264.5076743123986,0,0.27516668248290216,9609.174315580614
Keyword_28,0.5924145688620425,0.31910047324325563,10,4282,0.22798608988664656,982,0.08783893099287197,6853.210805765156,433,1.4021107149486154,0.10948276167997295,4.152514716735687,118.3264563890254,1,0.6516796074304243,1826.9481271138277
Keyword_29,0.046450412719997725,0.8289154741506773,10,2518,0.19080857085059594,1040,0.23851454009832432,7080.454543977928,130,2.3605959501957203,0.1291031161700975,8.964585840822767,65.20333088664665,0,0.9870702580789337,3112.452525785969
Keyword_30,0.6075448519014384,0.03700763471549262,8,3669,0.18408162355313074,2603,0.2076749427407418,3606.324263602788,42,1.427912221558005,0.21892066003677943,1.7094139797684382,184.87927731890267,0,0.8941568812897275,5098.925757308718
Keyword_31,0.17052412368729153,0.596269878482053,9,1686,0.025519194244782554,2605,0.1801603627183311,776.4667605656678,56,4.444522208549229,0.1583454963280896,9.955612841044214,131.4369991178148,0,0.960907535705052,8630.269481496236
Keyword_32,0.06505159298527952,0.23000883728770305,5,3633,0.1191937834588965,527,0.1510304767876261,4268.714196860225,49,1.2122881522659412,0.2836339129755233,1.2766405269147485,255.81214449811787,1,0.4083388940963075,4166.700832063704
Keyword_33,0.9488855372533332,0.12056688577727881,10,4059,0.07729616451333524,923,0.20694202943779555,4428.931225921652,451,2.550473696988914,0.022145314213244897,0.24800471393196513,483.37260158109734,1,0.19501807799751703,7438.65280888171
Keyword_34,0.9656320330745594,0.07695320162920916,5,3376,0.08695733236457287,2272,0.10414408996565129,6690.0221401299505,464,3.2256465820694404,0.15588981356328815,8.91118712137277,289.6019791486725,1,0.2695121859605051,8563.740982148023
Keyword_35,0.8083973481164611,0.6962887758781398,2,2268,0.1707578675587,2191,0.11741244522545484,3161.009748674248,177,3.6133875867237997,0.17942518876119826,2.5250397328229655,445.51587266559847,0,0.5504454055689525,3100.1635582184895
Keyword_36,0.3046137691733707,0.33987496376806614,5,2267,0.06785654132958643,2342,0.18520041305940677,6829.166805015241,292,2.2238121637692805,0.27685712596153944,7.324026311722537,327.1850245604097,1,0.81390671044599,3927.5018353870996
Keyword_37,0.09767211400638387,0.7247667715287615,3,2419,0.09524523929490027,1954,0.09586114319049141,8716.17053215631,45,4.410945809261278,0.024255971850213998,8.129052211827487,240.24703066066422,1,0.2351382797654877,3565.5622368835625
Keyword_38,0.6842330265121569,0.06535634079894237,7,3688,0.07875456547002861,1472,0.025336226091609716,2382.4855631983764,169,3.057436179850665,0.17631487963121265,8.603965271217957,428.03074355301874,1,0.6937583790346814,8328.558086179211
Keyword_39,0.4401524937396013,0.31529033783061033,10,2553,0.28506585353327646,1882,0.02784030613265715,9789.406365637798,270,2.477785012013983,0.25755267927310754,9.91678293307525,238.32721453563377,0,0.3912198436355607,443.4686195360116
Keyword_40,0.12203823484477883,0.5394912923753372,5,993,0.2839530623296176,2743,0.03768707231336893,3869.8176899967016,416,0.8025828532341648,0.0801590411545786,3.010993129395991,434.9709444026287,1,0.4070818651529382,3084.2108882868
Keyword_41,0.4951769101112702,0.7907231648389635,8,2887,0.186883051992855,2388,0.21872351760247907,2679.9142646191467,335,2.5911026080032427,0.26412478107194187,7.1314090850798655,149.33050094000382,1,0.6957259571421337,6794.085575951299
Keyword_42,0.034388521115218396,0.3187525029320699,1,2710,0.278111515932251,2951,0.12333434218148903,4220.8967132778025,138,4.193311283670786,0.015522588689544628,1.2424585969801996,68.76247151267913,0,0.5202994775798983,5654.434995653427
Keyword_43,0.9093204020787821,0.6258913764370091,3,2986,0.2378856671858282,1317,0.18109176864273677,953.030784279553,246,3.2654345819959194,0.22241184244878162,4.1274119844328085,428.3806598596545,0,0.8308299637233946,4362.893592936943
Keyword_44,0.2587799816000169,0.8859777482361871,3,4494,0.18108488601252454,908,0.10429824054517438,1265.8020060560355,147,4.244731041781033,0.28060283413890935,8.494919763794645,295.77050607737004,0,0.24032665869654435,5399.482272213843
Keyword_45,0.662522284353982,0.6158631881823046,9,3997,0.011866211334070757,1108,0.07209062737975228,4150.196129213631,229,2.723052517696875,0.20058732187561804,3.739814655985173,445.10073713323527,0,0.8109534427903347,1975.845858283183
Keyword_46,0.31171107608941095,0.23295947475363377,5,1726,0.23402972296302715,1199,0.09332612021493086,7626.82077417161,279,1.0330776729251683,0.1373184807543299,5.951844267302579,469.22446746122966,0,0.1578117232516788,4307.166216080104
Keyword_47,0.5200680211778108,0.02440078155653802,9,1246,0.21372161906065595,1222,0.20060376287612405,9004.119273349164,124,0.5613793062614648,0.023015494777088228,5.087357092873877,31.54605323386734,0,0.2746484922210445,5017.02984176349
Keyword_48,0.5467102793432796,0.8700988739009299,9,4155,0.18842355945190006,2135,0.16005187000754517,6651.531727255547,191,1.8644879602336604,0.27683300586356235,6.494920158009246,252.97980442013983,1,0.6905347430528489,9011.891219546016
Keyword_49,0.18485445552552704,0.021269410850387138,1,2837,0.2305230503879168,697,0.2350335471898965,1061.1433568293155,373,3.6409571217400662,0.1463859045805567,9.73165445493818,190.60745179189198,1,0.8694330908599641,2608.3516280397635
Keyword_50,0.9695846277645586,0.8747016726841994,2,1511,0.15874742778468207,2078,0.17312914685844016,6723.477424183545,79,4.056169567737622,0.018409055857424923,0.651781712363881,314.799906549708,0,0.3274116649654142,8678.285021649326
Keyword_51,0.7751328233611146,0.528937134027212,5,3368,0.21418414868318833,575,0.14684359162112656,6357.92492782269,93,1.8308877557914824,0.21004811068534096,5.782219023266134,397.8276426151501,1,0.39447244524602165,6442.414008259819
Keyword_52,0.9394989415641891,0.9390676985128962,4,716,0.28119990515068305,1217,0.15644704215660027,8059.58154375038,225,2.730442643974612,0.14973280353711488,8.64398491457782,143.89215690731262,0,0.583408673458066,203.40831067600985
Keyword_53,0.8948273504276488,0.7987832357736654,10,2226,0.11898345459536501,1904,0.23616914547241952,8254.234179855286,64,2.3950350699533676,0.046060142058299114,4.865688846309432,280.61520026472,1,0.2904155258403721,7246.313368993936
Keyword_54,0.5978999788110851,0.9979341105333375,9,3793,0.21535533212118135,836,0.19916822316800947,8683.348727032,87,2.3473525295814253,0.07213882469997528,0.8774191408215709,355.82064705292527,0,0.8300406354287551,355.51877549055087
Keyword_55,0.9218742350231168,0.35071181545171015,7,650,0.14794946722317803,1361,0.015769896967945077,4147.1738306451925,87,1.5410692094006773,0.02870229733219542,5.649339588926032,71.54338600368834,0,0.7962729805051847,9973.81126813813
Keyword_56,0.0884925020519195,0.7671882889311269,6,2702,0.20557589902605464,2236,0.13819352707256735,6981.665309567921,200,1.1136699726325627,0.17654512651548632,3.3875315191558224,407.9631184458771,1,0.23076254076920347,8726.366876911978
Keyword_57,0.1959828624191452,0.40193091360924216,7,4472,0.2312390673107656,1821,0.17520121877117556,2689.821085633884,213,1.385098512040459,0.1903885489830827,1.6339236748455654,305.02425192722166,1,0.5174467586349689,2973.4374754004566
Keyword_58,0.045227288910538066,0.47987562030390885,1,3874,0.02318122512638083,1092,0.18968763482539722,9993.369437035208,203,0.7489957422350575,0.15666526652307886,8.505441681506383,475.02103137125766,1,0.7973449899891593,2574.112301967054
Keyword_59,0.32533033076326434,0.6275054632183701,1,3956,0.19751412874511196,1360,0.0611541086353448,1761.5890713548308,400,1.3915883382060967,0.24695961857075832,5.263835178612104,173.06681496969318,1,0.40359657799307336,3814.410821056089
Keyword_60,0.388677289689482,0.8736771141863388,8,1029,0.07575494347801391,2962,0.21812256506832453,111.04317229174974,381,0.5414040393142076,0.2596925581793239,9.33943648255276,58.53224145691333,1,0.6697961404459585,3561.6696531444304
Keyword_61,0.2713490317738959,0.9840834691992951,2,2501,0.20430943596419435,1654,0.2394023553220393,1496.5990580365783,88,3.322662802861902,0.18853107503810673,8.079563395570384,255.71809451327803,1,0.14519180931181547,3723.3781838538107
Keyword_62,0.8287375091519293,0.7682734138645182,10,678,0.1458157539208059,2726,0.06681167340276874,7760.964172545826,475,1.923689333244573,0.013699379115154859,6.960420758359307,47.47633199617223,1,0.6478198844763862,3182.765461194804
Keyword_63,0.3567533266935893,0.41776678216733376,9,1679,0.2343302951408173,200,0.221827709804139,4473.368928317032,60,4.879151201421089,0.21161660016684333,0.14975248331658816,484.91562904538335,1,0.23738768200054633,6211.334068483314
Keyword_64,0.28093450968738076,0.4213570022770702,7,3746,0.04578623640962296,1233,0.03327490300386289,4480.527475626179,270,1.3717267284933403,0.13121977290690195,4.3354522207186745,24.14905433730981,0,0.8475249926030062,1642.6366372062396
Keyword_65,0.5426960831582485,0.7375823015888915,6,3480,0.1916334819802966,1345,0.023369640667658842,9550.678966920568,93,2.0562285663931723,0.17401167013565222,2.05511418835512,377.9844310481175,1,0.4199045172224306,8459.812924460131
Keyword_66,0.14092422497476265,0.23877714576830233,1,3724,0.09075651138899016,717,0.041013712024659844,9197.152731200462,306,2.1102852138868995,0.19823337458547646,9.11689931938379,264.9256870804108,1,0.35339847645537614,8124.024840313154
Keyword_67,0.8021969807540397,0.11047411313139466,1,3979,0.2573647786458715,388,0.023857859072088636,3118.8354306620517,26,0.5380317322810724,0.11156861815485225,1.8283814482959668,187.4672229866529,0,0.8568000790403365,4764.832078552704
Keyword_68,0.07455064367977082,0.35462215764077654,2,2815,0.27923121663452916,396,0.21280293691738622,2098.490706520853,213,4.276435788677565,0.2759585664998203,2.9319945114269266,37.59187143178406,0,0.1451296207646292,8527.299652785476
Keyword_69,0.9868869366005173,0.28723899165408173,6,4419,0.29895550516692604,2294,0.024172034669985267,8486.337277238059,73,0.6439750706494612,0.04885271135743655,5.216684000571542,312.97262746593583,0,0.4569479194009103,2471.450700302933
Keyword_70,0.7722447692966574,0.2963081204559901,6,4830,0.24084214670391216,625,0.07519940592727731,9061.130519733188,60,4.730809256281586,0.20473842411150084,2.7072998280809846,294.68406304852283,0,0.4330031865175282,175.65455703966947
Keyword_71,0.1987156815341724,0.23360775104990994,2,165,0.2285828804241213,1552,0.03490152244860553,5420.553258756884,185,4.514334579921293,0.011264278187408324,2.1776603050633,144.0372201684619,1,0.35632033682459574,6192.07925029823
Keyword_72,0.005522117123602399,0.04209318963636188,1,2053,0.0724952200715898,2340,0.08090128871530358,6297.942874059834,30,2.909848622386836,0.2781488205675024,6.031083318517249,455.5597421981045,1,0.9205788988013294,4579.094069647153
Keyword_73,0.8154614284548342,0.01787393473341381,10,742,0.10744204710713152,2058,0.031734272224220914,2576.573704076011,218,2.946180087100814,0.042626198639046535,0.9804022752747362,155.53445363470425,0,0.77583555416505,5671.645462958707
Keyword_74,0.7068573438476171,0.9877223897360315,5,3212,0.14504793711106106,1764,0.17032078017832336,8010.018852905461,11,3.4420006533027037,0.03751642674279664,0.6758608113371547,227.61407824309254,0,0.1575308477727449,8993.39409018403
Keyword_75,0.7290071680409873,0.42777313373586234,5,1155,0.2342805038568524,473,0.04199843592221804,6324.903060205741,301,2.2417250537069915,0.10657221358515082,3.785228422342107,274.1624156797346,1,0.7432187044914587,9699.255735659435
Keyword_76,0.7712703466859457,0.3843266471596817,2,3058,0.2753401008726109,976,0.21444302220133307,5040.099977866986,414,3.4125002752903497,0.11833422295133336,7.234578099627837,54.61477969726162,1,0.5745692198159146,6344.53139755603
Keyword_77,0.07404465173409036,0.6796472826930698,6,2211,0.06485033900666554,181,0.20612585217439383,610.4844752231743,31,0.7014577490981909,0.07214702097363479,5.592586906912085,466.420051010748,1,0.9107811049614213,7640.555898524383
Keyword_78,0.3584657285442726,0.21825388786506417,9,203,0.27748657055432985,1156,0.01327880451294626,9160.190275486426,159,0.7432143230737696,0.17968528166886616,4.28647703782111,190.39539546326534,1,0.38165105561352264,838.0843348716427
Keyword_79,0.11586905952512971,0.9499611839502253,2,3749,0.21173114918267683,852,0.22497432532362752,6158.359689640216,488,2.5575368882879497,0.13844508843216943,5.700940485823366,44.98571086780009,0,0.6167457996486246,1607.1558489150561
Keyword_80,0.8631034258755935,0.786345014415552,10,4460,0.1871235118986612,1331,0.016946636018408096,1934.98403598275,236,2.973300354977157,0.01991092082191535,3.717969698067409,196.7091309692883,1,0.5506797472668874,7332.048049529766
Keyword_81,0.6232981268275579,0.08941100231225951,2,3836,0.06795396867176245,1918,0.06751498838981358,6067.797308660697,226,4.495179381511186,0.10269909805403717,9.367848720777918,302.1002608108274,0,0.5406048156048452,4313.65456388002
Keyword_82,0.3308980248526492,0.41758077578492836,3,1114,0.026102259514653663,699,0.017773393066238815,6777.858908857334,180,0.9709728525855332,0.24502554493621945,0.6435584200166659,259.25807255155814,0,0.5104948595654913,4459.652704044057
Keyword_83,0.06355835028602363,0.8791183075621647,7,4250,0.17485482056730256,2632,0.09060243688943583,5262.4456634654225,316,4.201915672372502,0.21001344510994188,6.7665756423953685,348.79827714845067,0,0.2850665279790532,3086.076816354366
Keyword_84,0.3109823217156622,0.9447320222914103,6,1963,0.1989395481653788,1517,0.1333279661711852,7183.836362180665,45,1.4452130178143132,0.22021254753816533,8.92369838179473,32.464551323615765,1,0.7801389302431535,6073.5638347774375
Keyword_85,0.32518332202674705,0.4674015112498697,8,1266,0.07112662031285959,2222,0.20119476856363314,5818.724939806956,340,2.2733764182951433,0.2124539079842218,8.05845861647901,145.84760208466778,0,0.5062024294653599,1851.650454162026
Keyword_86,0.7296061783380641,0.6134113892107077,8,2451,0.17137229968938236,2034,0.09111557211276067,9478.218124501162,457,1.924710956723358,0.10018217620107964,1.9220062447323227,410.51913553585064,1,0.9626646475023451,6269.162793138956
Keyword_87,0.6375574713552131,0.16703394609207523,6,1822,0.2583830868011463,1732,0.17931760592154802,546.4338152070753,79,2.3006987278942956,0.038902537402265,3.0296708549048548,44.54737545672362,0,0.3347275844734987,1737.9885713523968
Keyword_88,0.8872127425763265,0.9911686261369765,10,2010,0.25216912418195575,392,0.055001069708555284,1071.3946276109093,134,1.177229741326635,0.08901548336959783,7.198774593200336,428.465547574499,1,0.714469455664337,638.260347097136
Keyword_89,0.4722149251619493,0.2316717013834434,3,2830,0.27893300237002616,2266,0.19014362961859033,1744.979653173855,259,2.7660653348159974,0.25121773705369616,0.9342785358895788,50.488565578167595,0,0.9466453716751976,3303.57688699061
Keyword_90,0.1195942459383017,0.9427317741351257,3,4854,0.11610688477149532,1422,0.066639185418217,6904.808995337278,474,4.107391654241153,0.2943365313570906,8.137430828342582,418.0548363713896,0,0.6971124907144832,2311.4034200984765
Keyword_91,0.713244787222995,0.6496466489923685,1,4796,0.10223437603976641,1593,0.0444507414265043,6459.502768770589,307,2.486903046705036,0.15321563427505278,7.217178751587424,183.59025853396972,1,0.8841456168556552,8889.916385563323
Keyword_92,0.7607850486168974,0.6077367948788591,7,2921,0.2273335417344345,2281,0.05449812408977303,8921.668013494844,246,2.707761091541896,0.012813102927682243,7.323105827429892,308.0434863123218,1,0.8447328637813055,549.534538686266
Keyword_93,0.5612771975694962,0.5126885110165086,5,710,0.13502259747813145,2060,0.05369515093164529,7331.445754310145,472,4.319454133765914,0.05061299551892642,1.092389565649155,80.67912224575909,0,0.4241059439401035,1766.1369257412284
Keyword_94,0.770967179954561,0.2306698117177587,4,2685,0.03538911256805637,381,0.13308709105047786,5088.471320770277,158,3.677261515871139,0.10340336684171707,7.205829393680685,37.75351725396452,0,0.6401115459455469,5487.1960558304945
Keyword_95,0.49379559636439074,0.17652803200550826,10,2379,0.09201232789444491,1720,0.21275141948515505,9918.399606711666,202,2.7070448383390313,0.1777897510919554,6.830199439677703,111.88941098996686,1,0.24063520583022005,4810.6719084747365
Keyword_96,0.5227328293819941,0.22048620907017535,4,4004,0.13138886280413184,1479,0.02910521847820135,2668.418482131299,111,1.6596304168513085,0.03177715728354105,8.32613265913632,68.28763986480429,0,0.5819732944260396,458.52018374701544
Keyword_97,0.42754101835854963,0.18643826214425452,4,2500,0.09482976338811307,620,0.17966951643842144,8333.584681256685,467,4.48217036080235,0.28357361662586567,0.5117999669390481,159.64091935141772,1,0.3073797746329035,72.52428015144474
Keyword_98,0.02541912674409519,0.7795844735667533,6,1182,0.10633961557472325,125,0.16704315031668585,4273.635818217254,291,3.0965918076075125,0.1158742652524762,0.32879561783114275,259.619707022955,1,0.769363133457201,9880.679419611499
Keyword_99,0.10789142699330445,0.3501252591667301,8,749,0.09519501279057331,456,0.21940478843904698,6490.864037368585,437,1.4951642454981202,0.2746494231981987,3.7927702887977515,296.4359344646797,0,0.5752525797029121,6588.347003588382
Keyword_100,0.03142918568673425,0.05784267656339637,8,2088,0.02203475848309304,1401,0.06859541452165772,7275.412019819816,309,1.7110388868710467,0.2363513227995363,1.5730040101066136,395.98471315297274,1,0.4701046263684945,3654.0613090155684
Keyword_101,0.6364104112637804,0.9691026301408113,5,4697,0.19475746323908832,1350,0.1180263660844071,6341.20333103146,118,4.114098900213106,0.22907680902951852,5.628006327945196,329.8387471579375,0,0.3419173865502798,4704.322476632413
Keyword_102,0.3143559810763267,0.8837858849634257,6,4550,0.18321480190250608,424,0.23219856986644416,1413.6679580548468,382,0.6986550293935496,0.1859486781368473,9.181754124916814,306.3353709391287,1,0.9988286336571581,2665.5012045428693
Keyword_103,0.5085706911647028,0.927752283195213,4,4607,0.19948121455881737,1818,0.16839842803247612,4435.080597371848,16,4.96441484162969,0.19176730694503494,3.975649330306756,208.83210360545846,1,0.16453946879643944,3448.7378369320977
Keyword_104,0.907566473926093,0.9949078226464353,9,2229,0.06576986984975196,2949,0.10330441908678326,5618.769395551913,492,1.086582558716563,0.19502093821271196,8.465008734998781,239.53517530526867,0,0.13920461251517802,6490.44467268214
Keyword_105,0.24929222914887494,0.1738952492194873,8,2888,0.09573981706762072,1057,0.04153897188526443,8491.947154194182,330,4.082308364286218,0.1923292022374188,0.1023846577268781,210.18781054813965,1,0.2955316604444781,8828.117988673706
Keyword_106,0.41038292303562973,0.39624201890265875,10,923,0.18968861881402746,2720,0.07299640189614184,4442.021030497737,413,2.276488925472573,0.17058118710552475,1.7682949702459239,421.8721848803846,0,0.9739652127650377,1841.3002308118487
Keyword_107,0.7555511385430487,0.7582384757040913,10,133,0.1838919948533772,1883,0.149491714597452,9188.285574994472,226,2.714972824793601,0.29606006536003776,0.40119304257544763,118.85022401145793,1,0.981314351487986,8403.615053853187
Keyword_108,0.22879816549162246,0.6960206180537922,1,1472,0.15683578971273768,1083,0.1823603074145233,4409.338488021855,360,4.4629275985906,0.22236426455345187,3.3486570870991796,7.831861113272489,1,0.6894349612949223,1215.5662951826907
Keyword_109,0.07697990982879299,0.15389590633985506,2,2725,0.11161984250295724,727,0.03986125284445444,5492.310794037487,485,2.3581003531514595,0.23531445263383113,9.091076997395378,327.4033491269885,1,0.8920960004857642,2149.922235883912
Keyword_110,0.289751452913768,0.8158331249906178,9,3230,0.27474999138466005,1368,0.15390334241057296,7964.893972598582,405,2.918721891529555,0.26301421637426553,1.0598260236299788,105.21878090122154,1,0.2925655577567159,371.75288049645985
Keyword_111,0.16122128725400442,0.22444057183666066,8,4366,0.10853337026666468,1615,0.14208430692130025,5834.846167377214,116,0.7218484808412647,0.07253553119049624,6.103456789763624,445.6069924733556,0,0.9748378847589612,1408.1186209299944
Keyword_112,0.9296976523425731,0.22381761482262308,3,4025,0.14212955536680297,2328,0.13334930720576993,9602.578543104419,42,0.5105636324035392,0.03430320613756763,4.569809797282497,430.22793320479474,1,0.2285063651256082,9173.031454640506
Keyword_113,0.808120379564417,0.5369744228934136,8,1441,0.20665301097672054,571,0.1756295482436819,6606.754946836135,367,1.6015994285077666,0.15003938661359362,9.390835302421543,42.98004910446191,1,0.19101266936349245,4594.387466183785
Keyword_114,0.6334037565104235,0.5929399348417032,1,3268,0.16747621495136158,2861,0.21098790282003085,5231.867446135335,114,3.562623918134453,0.1590834017295892,1.312939511117229,57.662260679968284,1,0.2009903853225456,776.6586177835355
Keyword_115,0.8714605901877177,0.5800862078378112,10,4257,0.1105969331456718,2304,0.0875175239624484,245.6837581301507,282,1.0456920201161153,0.2504627161854761,2.1990757199720665,250.1099381620998,0,0.6158151309453082,9597.268380389613
Keyword_116,0.8036720768991145,0.09148683739775487,4,664,0.13633698923238785,396,0.22336292562663027,4143.191646827495,36,1.0119288146204723,0.13869723799187736,0.39246548925378344,306.56521807083055,0,0.8028769606462471,8789.923077586502
Keyword_117,0.18657005888603584,0.8774608626303804,3,3021,0.24039943717751677,711,0.04855206702845217,2999.491708409003,301,2.3493227361615645,0.17554737740785067,4.3959589713506,141.07962705370917,0,0.43000046008716986,7546.825208681413
Keyword_118,0.8925589984899778,0.26560004258870606,6,3615,0.0906574550911176,2616,0.05152572874027944,7483.575622196017,112,3.4152666737370194,0.16285057216890292,2.850545705690078,359.81486976618845,0,0.9801063890075139,9334.727919475577
Keyword_119,0.5393422419156507,0.12951492128280417,7,3626,0.051254019535276474,982,0.07402529526974173,2090.6939747839224,34,3.7043239651156874,0.021078807289643404,8.712068745514177,299.4834303548414,1,0.49097812430649657,2201.2942083576413
Keyword_120,0.8074401551640625,0.8887480798689772,4,4620,0.10081732853063534,1394,0.03868740869129867,2060.1486720677776,131,1.3030280334426865,0.18841232001310504,6.088914050657775,165.78793432553456,1,0.23540369569589467,8363.692930100864
